,0
1111272997,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.3742424741, 'C': 0.4674866515, 'FA': 0.0389640179, 'GA': 0.0991951958, 'Start': 0.0155972535, 'Stub': 0.0045144072}}}}"
1056747043,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0108525614, 'C': 0.014085977, 'FA': 0.0020745356, 'GA': 0.0035779135, 'Start': 0.1629533561, 'Stub': 0.8064556565}}}}"
997682962,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0377506979, 'C': 0.0704217817, 'FA': 0.0038865578, 'GA': 0.0071768261, 'Start': 0.3210674806, 'Stub': 0.5596966559}}}}"
1092778353,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.006430721, 'C': 0.0075756126, 'FA': 0.0011922353, 'GA': 0.0023802148, 'Start': 0.0162782519, 'Stub': 0.9661429644}}}}"
1021076730,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2281844065, 'C': 0.3921909531, 'FA': 0.014322888, 'GA': 0.1489090148, 'Start': 0.1848409139, 'Stub': 0.0315518237}}}}"
1093422949,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0308004538, 'C': 0.0286866081, 'FA': 0.0037234863, 'GA': 0.0070390183, 'Start': 0.4551156866, 'Stub': 0.4746347469}}}}"
1114706891,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0373022277, 'C': 0.1252382724, 'FA': 0.0042579866, 'GA': 0.0140353853, 'Start': 0.7776428053, 'Stub': 0.0415233227}}}}"
1042856307,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2013676074, 'C': 0.4037452877, 'FA': 0.020282391, 'GA': 0.2480929241, 'Start': 0.1174133673, 'Stub': 0.0090984225}}}}"
1100351334,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0135420088, 'C': 0.0252359715, 'FA': 0.002618886, 'GA': 0.0054720615, 'Start': 0.2159363563, 'Stub': 0.7371947159}}}}"
1067940807,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.01310828, 'C': 0.0240561656, 'FA': 0.0024454013, 'GA': 0.0052667552, 'Start': 0.1680025204, 'Stub': 0.7871208775}}}}"
1041683862,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.1830549299, 'C': 0.2217320305, 'FA': 0.0143468074, 'GA': 0.5162387553, 'Start': 0.0582057218, 'Stub': 0.0064217551}}}}"
1056915372,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0318535049, 'C': 0.0540726864, 'FA': 0.0041331801, 'GA': 0.0079569263, 'Start': 0.6783176073, 'Stub': 0.223666095}}}}"
1042575253,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0097246731, 'C': 0.0166061459, 'FA': 0.0020132965, 'GA': 0.0047124786, 'Start': 0.0574230322, 'Stub': 0.9095203738}}}}"
1108483794,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0228157666, 'C': 0.0575089922, 'FA': 0.0044532349, 'GA': 0.0108140888, 'Start': 0.2964011957, 'Stub': 0.6080067218}}}}"
1079932605,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0424540935, 'C': 0.0486303617, 'FA': 0.0044055858, 'GA': 0.0071893112, 'Start': 0.7994896401, 'Stub': 0.0978310076}}}}"
1094044508,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0704706876, 'C': 0.1488125306, 'FA': 0.0042470479, 'GA': 0.0139960824, 'Start': 0.5060203488, 'Stub': 0.2564533028}}}}"
1067876372,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0098576089, 'C': 0.008438155, 'FA': 0.001734631, 'GA': 0.0027564298, 'Start': 0.0554463065, 'Stub': 0.9217668689}}}}"
1094475527,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0095209465, 'C': 0.016397377, 'FA': 0.001916519, 'GA': 0.0040304437, 'Start': 0.043269621, 'Stub': 0.924865093}}}}"
1106110853,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0890198938, 'C': 0.2236045767, 'FA': 0.0053923283, 'GA': 0.0152179954, 'Start': 0.6035084072, 'Stub': 0.0632567986}}}}"
1087438466,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0090180501, 'C': 0.012060531, 'FA': 0.0016937609, 'GA': 0.0032059695, 'Start': 0.0487980216, 'Stub': 0.925223667}}}}"
1067813083,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1383700199, 'C': 0.262289591, 'FA': 0.0061462692, 'GA': 0.0481621309, 'Start': 0.5229685404, 'Stub': 0.0220634487}}}}"
1058537657,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2935904123, 'C': 0.4491175056, 'FA': 0.0130518089, 'GA': 0.0606478923, 'Start': 0.1704341343, 'Stub': 0.0131582465}}}}"
1107107209,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0386844696, 'C': 0.1161523333, 'FA': 0.0050387282, 'GA': 0.0087774567, 'Start': 0.7577644349, 'Stub': 0.0735825773}}}}"
1096058170,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0757225347, 'C': 0.1466921875, 'FA': 0.0053961193, 'GA': 0.0088872281, 'Start': 0.7207734868, 'Stub': 0.0425284437}}}}"
1101221150,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0725828002, 'C': 0.1647645918, 'FA': 0.0057660185, 'GA': 0.0173227015, 'Start': 0.6497245241, 'Stub': 0.0898393639}}}}"
1100353450,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0485982059, 'C': 0.1081552868, 'FA': 0.0051301322, 'GA': 0.016813667, 'Start': 0.6751812956, 'Stub': 0.1461214124}}}}"
1067722137,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1239134728, 'C': 0.2006995837, 'FA': 0.005189238, 'GA': 0.0091449417, 'Start': 0.6271178569, 'Stub': 0.0339349069}}}}"
1069907006,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1413628881, 'C': 0.3982183862, 'FA': 0.0050744445, 'GA': 0.0084286129, 'Start': 0.4347580191, 'Stub': 0.0121576491}}}}"
1099922454,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.012515101, 'C': 0.011669479, 'FA': 0.0025569376, 'GA': 0.0035989069, 'Start': 0.1019280688, 'Stub': 0.8677315067}}}}"
1084584916,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0132805075, 'C': 0.0112429152, 'FA': 0.0020815423, 'GA': 0.0034798796, 'Start': 0.1575872336, 'Stub': 0.8123279217}}}}"
1112614011,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1004587571, 'C': 0.1335813224, 'FA': 0.0037902117, 'GA': 0.0104577457, 'Start': 0.7181904829, 'Stub': 0.0335214802}}}}"
1049369444,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0050845705, 'C': 0.0086784455, 'FA': 0.0011526711, 'GA': 0.0023556298, 'Start': 0.0136959354, 'Stub': 0.9690327478}}}}"
1107566909,"{'articlequality': {'score': {'prediction': 'B', 'probability': {'B': 0.5219679417, 'C': 0.2793726493, 'FA': 0.0076865278, 'GA': 0.0107599256, 'Start': 0.1714186595, 'Stub': 0.0087942961}}}}"
1111580311,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.1408655879, 'C': 0.0904756471, 'FA': 0.0327567031, 'GA': 0.7039523968, 'Start': 0.0267209259, 'Stub': 0.0052287393}}}}"
1095867371,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.2116188811, 'C': 0.3325783807, 'FA': 0.0050411665, 'GA': 0.0126171534, 'Start': 0.4258923846, 'Stub': 0.0122520337}}}}"
1067590832,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0247868005, 'C': 0.0497627844, 'FA': 0.0047682215, 'GA': 0.0071222184, 'Start': 0.4966548074, 'Stub': 0.4169051677}}}}"
1067707780,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0156938017, 'C': 0.0157636581, 'FA': 0.0026378645, 'GA': 0.0040116895, 'Start': 0.2433617699, 'Stub': 0.7185312162}}}}"
1106902703,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0073405649, 'C': 0.0132202515, 'FA': 0.0015283756, 'GA': 0.0031944384, 'Start': 0.029117018, 'Stub': 0.9455993516}}}}"
1097917556,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2535807538, 'C': 0.453646731, 'FA': 0.0122417632, 'GA': 0.0576413337, 'Start': 0.2135587286, 'Stub': 0.0093306897}}}}"
1050936152,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0204523071, 'C': 0.0346553923, 'FA': 0.0037578125, 'GA': 0.0079007877, 'Start': 0.074952383, 'Stub': 0.8582813173}}}}"
1044712445,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0188117367, 'C': 0.045058561, 'FA': 0.0034286515, 'GA': 0.0075077733, 'Start': 0.4426260277, 'Stub': 0.4825672498}}}}"
1090314219,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0250976804, 'C': 0.0565812377, 'FA': 0.0042239032, 'GA': 0.0118494926, 'Start': 0.5057221912, 'Stub': 0.3965254949}}}}"
1028266238,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.017353875, 'C': 0.0167294436, 'FA': 0.0029027588, 'GA': 0.0046323994, 'Start': 0.2987824358, 'Stub': 0.6595990875}}}}"
1033977038,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0201646501, 'C': 0.0271489453, 'FA': 0.0036562252, 'GA': 0.0072193479, 'Start': 0.4073780259, 'Stub': 0.5344328057}}}}"
1041685164,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0074709868, 'C': 0.0129492188, 'FA': 0.0015064796, 'GA': 0.0033438947, 'Start': 0.0442998719, 'Stub': 0.9304295483}}}}"
1104409292,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.090800621, 'C': 0.1731901887, 'FA': 0.0088803128, 'GA': 0.0237005378, 'Start': 0.6396266476, 'Stub': 0.063801692}}}}"
1104367647,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0984165134, 'C': 0.161918411, 'FA': 0.0051499295, 'GA': 0.0120131332, 'Start': 0.6723346085, 'Stub': 0.0501674044}}}}"
1084300380,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0384059991, 'C': 0.0890434374, 'FA': 0.0045072228, 'GA': 0.0085348439, 'Start': 0.7633293365, 'Stub': 0.0961791603}}}}"
1097929651,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1022185468, 'C': 0.2690151281, 'FA': 0.0066491617, 'GA': 0.0248899506, 'Start': 0.5454409746, 'Stub': 0.0517862383}}}}"
1112994737,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1781553525, 'C': 0.5992106925, 'FA': 0.0212647067, 'GA': 0.1686320558, 'Start': 0.028459431, 'Stub': 0.0042777615}}}}"
1102390019,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0046613994, 'C': 0.0068382261, 'FA': 0.0010463361, 'GA': 0.002180399, 'Start': 0.0103862454, 'Stub': 0.9748873941}}}}"
1097931338,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0110678095, 'C': 0.0105557115, 'FA': 0.0020471614, 'GA': 0.0032697433, 'Start': 0.1060397804, 'Stub': 0.867019794}}}}"
1102536154,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0236363655, 'C': 0.0464092171, 'FA': 0.0040432617, 'GA': 0.0094771196, 'Start': 0.3829064447, 'Stub': 0.5335275913}}}}"
1079933261,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.205113231, 'C': 0.3570179064, 'FA': 0.0074671865, 'GA': 0.2827753648, 'Start': 0.142076683, 'Stub': 0.0055496283}}}}"
1057711903,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.006729337, 'C': 0.0079971138, 'FA': 0.0012604572, 'GA': 0.0026738974, 'Start': 0.0140770188, 'Stub': 0.9672621758}}}}"
985470476,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0156095344, 'C': 0.0194010582, 'FA': 0.0028141302, 'GA': 0.0048897413, 'Start': 0.4216017769, 'Stub': 0.535683759}}}}"
1101593671,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0086990415, 'C': 0.0113149476, 'FA': 0.0017101238, 'GA': 0.0033616868, 'Start': 0.0290564661, 'Stub': 0.9458577343}}}}"
1055444494,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2810086539, 'C': 0.3585195895, 'FA': 0.0205992858, 'GA': 0.2305332296, 'Start': 0.098073793, 'Stub': 0.0112654483}}}}"
1112562821,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.0945220652, 'C': 0.0301807743, 'FA': 0.4282018033, 'GA': 0.4338197274, 'Start': 0.0096209376, 'Stub': 0.0036546921}}}}"
1025291924,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0094312642, 'C': 0.0131624857, 'FA': 0.0015762022, 'GA': 0.0037315889, 'Start': 0.028655145, 'Stub': 0.943443314}}}}"
1105996544,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.0881295915, 'C': 0.0480689358, 'FA': 0.352085036, 'GA': 0.5007743621, 'Start': 0.0077955016, 'Stub': 0.0031465731}}}}"
1107214410,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0078571189, 'C': 0.0100037366, 'FA': 0.0014536182, 'GA': 0.0031498519, 'Start': 0.0186885251, 'Stub': 0.9588471494}}}}"
1109005014,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.006524335, 'C': 0.0076102876, 'FA': 0.0010839947, 'GA': 0.0022099224, 'Start': 0.0136105277, 'Stub': 0.9689609327}}}}"
1009847235,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0185186829, 'C': 0.0523897183, 'FA': 0.0036975735, 'GA': 0.0089254236, 'Start': 0.3122016886, 'Stub': 0.6042669131}}}}"
1109005820,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0063321989, 'C': 0.0072004447, 'FA': 0.0011247512, 'GA': 0.0022660242, 'Start': 0.0142600246, 'Stub': 0.9688165565}}}}"
1061724992,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.005834733, 'C': 0.0072259727, 'FA': 0.0011716447, 'GA': 0.0024544281, 'Start': 0.0120159487, 'Stub': 0.9712972728}}}}"
1059365217,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1590907164, 'C': 0.4786425954, 'FA': 0.0059995638, 'GA': 0.0733490921, 'Start': 0.2722889444, 'Stub': 0.0106290881}}}}"
1113498194,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0069804498, 'C': 0.0084141205, 'FA': 0.0011937311, 'GA': 0.0024817888, 'Start': 0.0157926262, 'Stub': 0.9651372836}}}}"
1063074971,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0213423167, 'C': 0.0433633772, 'FA': 0.0030162407, 'GA': 0.0066024935, 'Start': 0.2791846881, 'Stub': 0.646490884}}}}"
1021130685,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0794233897, 'C': 0.1780241631, 'FA': 0.0049438087, 'GA': 0.0092268988, 'Start': 0.6821529695, 'Stub': 0.0462287702}}}}"
1018074300,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0510780229, 'C': 0.249434214, 'FA': 0.0050483076, 'GA': 0.0114195361, 'Start': 0.6395186719, 'Stub': 0.0435012474}}}}"
1089310400,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1153581584, 'C': 0.4028732431, 'FA': 0.0044651223, 'GA': 0.0187037703, 'Start': 0.4475965132, 'Stub': 0.0110031927}}}}"
919556858,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0067649206, 'C': 0.0132179229, 'FA': 0.0013285264, 'GA': 0.0030161005, 'Start': 0.0332115522, 'Stub': 0.9424609774}}}}"
1001303004,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0069347985, 'C': 0.0114003079, 'FA': 0.0013602209, 'GA': 0.0023503392, 'Start': 0.0422289622, 'Stub': 0.9357253713}}}}"
944899943,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0074622137, 'C': 0.0086469123, 'FA': 0.00125543, 'GA': 0.0025605049, 'Start': 0.0207598073, 'Stub': 0.9593151319}}}}"
1046266028,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0067125014, 'C': 0.0075033191, 'FA': 0.0012008808, 'GA': 0.0021288561, 'Start': 0.020268314, 'Stub': 0.9621861286}}}}"
723736482,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0067551856, 'C': 0.008354438, 'FA': 0.0013037464, 'GA': 0.002779424, 'Start': 0.0166639113, 'Stub': 0.9641432947}}}}"
1000117915,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0376674531, 'C': 0.059643962, 'FA': 0.0050033777, 'GA': 0.0080795442, 'Start': 0.5775952213, 'Stub': 0.3120104417}}}}"
1107533445,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1686311953, 'C': 0.3572918229, 'FA': 0.0051673994, 'GA': 0.0158744617, 'Start': 0.4447981678, 'Stub': 0.0082369529}}}}"
1093387234,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1794484316, 'C': 0.1731083234, 'FA': 0.0064983397, 'GA': 0.0234642512, 'Start': 0.5068525042, 'Stub': 0.1106281498}}}}"
1084699735,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1658104172, 'C': 0.4081510581, 'FA': 0.0052170802, 'GA': 0.0119417773, 'Start': 0.4014245791, 'Stub': 0.0074550881}}}}"
1043818216,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2115593597, 'C': 0.4245243339, 'FA': 0.0069869855, 'GA': 0.1244826533, 'Start': 0.2196457958, 'Stub': 0.0128008718}}}}"
1069224768,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1641468784, 'C': 0.3848624924, 'FA': 0.0056090516, 'GA': 0.0106000206, 'Start': 0.4259742151, 'Stub': 0.0088073419}}}}"
1102950546,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0972859452, 'C': 0.1464980886, 'FA': 0.0052936465, 'GA': 0.0136002807, 'Start': 0.6690613758, 'Stub': 0.0682606632}}}}"
1112976357,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1714834629, 'C': 0.357565041, 'FA': 0.005613381, 'GA': 0.0145995677, 'Start': 0.4391440427, 'Stub': 0.0115945048}}}}"
1105055233,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0093974493, 'C': 0.0137860356, 'FA': 0.0018359292, 'GA': 0.0039414727, 'Start': 0.0362030795, 'Stub': 0.9348360338}}}}"
1105466617,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0326383923, 'C': 0.0815117075, 'FA': 0.0045190981, 'GA': 0.0119445838, 'Start': 0.5780591651, 'Stub': 0.2913270532}}}}"
721838555,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0055998741, 'C': 0.0077789402, 'FA': 0.0010590107, 'GA': 0.0021231359, 'Start': 0.0138291655, 'Stub': 0.9696098736}}}}"
1034821660,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.038790447, 'C': 0.0940893105, 'FA': 0.0053754647, 'GA': 0.0082005386, 'Start': 0.7508712027, 'Stub': 0.1026730365}}}}"
1093387022,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0536202311, 'C': 0.1410647092, 'FA': 0.005156396, 'GA': 0.0084857716, 'Start': 0.7418244865, 'Stub': 0.0498484056}}}}"
1101404633,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.1373253091, 'C': 0.0433494104, 'FA': 0.2632570195, 'GA': 0.5416343297, 'Start': 0.0103681966, 'Stub': 0.0040657347}}}}"
1089339965,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.009973224, 'C': 0.0107522537, 'FA': 0.0017363082, 'GA': 0.002983745, 'Start': 0.02374639, 'Stub': 0.950808079}}}}"
1068252041,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0065104226, 'C': 0.0077858906, 'FA': 0.0011287229, 'GA': 0.0023180297, 'Start': 0.0160195799, 'Stub': 0.9662373543}}}}"
1095832234,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0545269839, 'C': 0.1366152113, 'FA': 0.0041695342, 'GA': 0.0067134293, 'Start': 0.7595241986, 'Stub': 0.0384506426}}}}"
990661354,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.3507545861, 'C': 0.2144307383, 'FA': 0.0093400816, 'GA': 0.0096252177, 'Start': 0.4050027229, 'Stub': 0.0108466535}}}}"
1085956099,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0259959269, 'C': 0.0501122342, 'FA': 0.0038680806, 'GA': 0.0066889332, 'Start': 0.7318568251, 'Stub': 0.181478}}}}"
1085014516,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0075542625, 'C': 0.0116527558, 'FA': 0.0015257547, 'GA': 0.0035795926, 'Start': 0.0277426555, 'Stub': 0.947944979}}}}"
1085957484,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1222493376, 'C': 0.374805096, 'FA': 0.0051148067, 'GA': 0.0465556164, 'Start': 0.4464052012, 'Stub': 0.0048699421}}}}"
1046681559,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.2268786934, 'C': 0.3304682112, 'FA': 0.0061981776, 'GA': 0.0812166648, 'Start': 0.3457873002, 'Stub': 0.0094509528}}}}"
1084967295,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0207926216, 'C': 0.0447325295, 'FA': 0.0037368874, 'GA': 0.0086883571, 'Start': 0.2568815715, 'Stub': 0.6651680329}}}}"
1001372874,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0172384498, 'C': 0.0242023323, 'FA': 0.0027855584, 'GA': 0.004870324, 'Start': 0.4198069609, 'Stub': 0.5310963746}}}}"
1079057379,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0088527436, 'C': 0.0088267082, 'FA': 0.0019424831, 'GA': 0.0027567113, 'Start': 0.0551071611, 'Stub': 0.9225141927}}}}"
1109123229,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0216635712, 'C': 0.0449357923, 'FA': 0.0035101567, 'GA': 0.0125324868, 'Start': 0.3386707527, 'Stub': 0.5786872403}}}}"
1074874230,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0067386504, 'C': 0.0106078737, 'FA': 0.0014116932, 'GA': 0.0030977638, 'Start': 0.0153421491, 'Stub': 0.9628018698}}}}"
1077654837,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.065522398, 'C': 0.1520274422, 'FA': 0.0054377185, 'GA': 0.0070433578, 'Start': 0.7368529723, 'Stub': 0.0331161112}}}}"
804957332,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0176216908, 'C': 0.0208173558, 'FA': 0.0029906342, 'GA': 0.0057191088, 'Start': 0.409783767, 'Stub': 0.5430674433}}}}"
1112295425,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1433588795, 'C': 0.5564753099, 'FA': 0.0052902897, 'GA': 0.119933078, 'Start': 0.1694550415, 'Stub': 0.0054874015}}}}"
1042527354,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1749009005, 'C': 0.2474948118, 'FA': 0.0053360346, 'GA': 0.0082175888, 'Start': 0.5440989769, 'Stub': 0.0199516875}}}}"
1016666026,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1339567858, 'C': 0.1584046191, 'FA': 0.005485662, 'GA': 0.0146646049, 'Start': 0.6212074827, 'Stub': 0.0662808456}}}}"
1094067330,"{'articlequality': {'score': {'prediction': 'FA', 'probability': {'B': 0.1437576423, 'C': 0.0677640588, 'FA': 0.4707790492, 'GA': 0.3044088729, 'Start': 0.0094925009, 'Stub': 0.0037978759}}}}"
1098863553,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0204876969, 'C': 0.0301546467, 'FA': 0.0032885781, 'GA': 0.0061472822, 'Start': 0.3275798123, 'Stub': 0.6123419839}}}}"
1008949457,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0178952836, 'C': 0.0296031276, 'FA': 0.0032916151, 'GA': 0.0069640639, 'Start': 0.353897468, 'Stub': 0.5883484418}}}}"
1005034968,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0230999012, 'C': 0.0351323058, 'FA': 0.0038522705, 'GA': 0.006840816, 'Start': 0.4614697119, 'Stub': 0.4696049945}}}}"
1063814286,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0241505729, 'C': 0.0317779008, 'FA': 0.0044002149, 'GA': 0.0063059274, 'Start': 0.5859903238, 'Stub': 0.3473750603}}}}"
1104322145,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0165204526, 'C': 0.0298299556, 'FA': 0.0031563043, 'GA': 0.0066310161, 'Start': 0.1477686271, 'Stub': 0.7960936444}}}}"
1113811454,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.3430398342, 'C': 0.5559555835, 'FA': 0.0094297951, 'GA': 0.0298740144, 'Start': 0.0575664567, 'Stub': 0.0041343161}}}}"
1067085488,"{'articlequality': {'score': {'prediction': 'B', 'probability': {'B': 0.4620658056, 'C': 0.3933906615, 'FA': 0.0084409673, 'GA': 0.0414039771, 'Start': 0.0889887567, 'Stub': 0.0057098318}}}}"
1035698461,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1467619704, 'C': 0.5141076044, 'FA': 0.0065137445, 'GA': 0.0385880881, 'Start': 0.2836837664, 'Stub': 0.0103448263}}}}"
1001280832,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0101720451, 'C': 0.0121886973, 'FA': 0.0017983173, 'GA': 0.0031590904, 'Start': 0.0961719289, 'Stub': 0.876509921}}}}"
1107354164,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.074741386, 'C': 0.4324443071, 'FA': 0.0036059889, 'GA': 0.0062037738, 'Start': 0.4738608549, 'Stub': 0.0091436893}}}}"
1083058544,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0374044073, 'C': 0.0695573783, 'FA': 0.0053107486, 'GA': 0.0145479855, 'Start': 0.5920138958, 'Stub': 0.2811655844}}}}"
1078055144,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0131478741, 'C': 0.0182545651, 'FA': 0.0022825642, 'GA': 0.0047515759, 'Start': 0.0474431947, 'Stub': 0.9141202261}}}}"
